Metric,Original,Reflowed
PSNR,14.233785805897835,14.233785805897835
SSIM,0.2819577693802217,0.2819577693802217
MSE,0.03804486468434334,0.03804486468434334
MAE,0.12414715588092803,0.12414715588092803
